,Text,Label
2132,kankamın telefonunun şifresini bilmek harika bir duygu. Sonsuz Teşekkürler... ,mutlu
2133,"Yeni şeylere dinlemeye, öğrenmeye aç olmak. Harika bir duygu. ",mutlu
2134,Eyvallah cümlesini seviyorum gelenede gidenede yakışıyor ,mutlu
2135,Yağmuru seviyorum ama şu şemsiye kullanmayı sevemedim.,mutlu
2136,Seni seviyorum işte başka türlü nefes alamam,mutlu
2137,Sivaslı olarak tabi ki keşkeği çok seviyorum,mutlu
2138,"Kitap, kahve, polar üçlüsünü seviyorum",mutlu
2139,"Yaratıcı sorular. Çözerken eğlendik, yazanlar nasıl eğlendiler acaba. Kimin aklına geldiyse tebrik etmek lazım.",mutlu
2140,Bugün Robinimle sahilde bir güzel eğlendik,mutlu
2141,çen büyüyünce olaylarını bırakın artık abartmayın güldük eğlendik bitti,mutlu
2142,Tamam hadi güldük eğlendik şimdi gerçek kadroyu görelim ,mutlu
2143,Başka Yok mu bunlardan ya çok eğlendim ,mutlu
2144,kendi saçım yerine teyzemin dibini açtım daha çok eğlendim,mutlu
2145,"Ben senden görüp okudum, iyi de oldu bir hayli eğlendim.",mutlu
2146,Yalnız sınav efsaneydi ben baya baya eğlendim. O kadar eğlendim ki süre nasıl geçti anlamadım! ,mutlu
2147,Bunu ben keşfetmiştim haha çok eğlendim şu an ,mutlu
2148,Eğlenceli bir pazar etkinliği olarak hakkın rahmetine kavuşuyorum,mutlu
2149,Sınavlara ısrarla çalışmıyorum ve yapamıyorum çok eğlenceli bir döngü,mutlu
2150,"Bugün evime çiçekler güller yağdı, tabi mutluyum lakin getirenin sitenin minik kızları olma ironisi? ",mutlu
2151,Yüz yılın trollünü yaptım çok mutluyum,mutlu
2152,Gratisteki indirime gitmedim. Yine de mutluyum.,mutlu
2153,Çok mutluyum şu an inşallah canım görürüm seni bak şarkı demek ki tesadüf değilmiş,mutlu
2154,Babam faturamı ödemiş Allah'ım çok mutluyum şu an yoksa bana girecekti kol gibi ,mutlu
2155,Annem yemek yaparken mutfağa gidip dün olanları 947834784 kere anlattım mutluyum,mutlu
2156,"Twice'ın heart shaker şarkısını çok beğendim, dansları da güzel.",mutlu
2157,Bir süre ayağımdan asla çıkmıyacak bir ayakkabı aldım baya mutluyum,mutlu
2158,Yarın stajım yok ve o kadar mutluyum ki bu mutlulukla acaba anaokuluna da gitmesem mi diye düşünüyorum,mutlu
2159,Esmoş her türlü entrikaya rağmen güzeldi ,mutlu
2160,trabzonspor osmalıspor maçında ne gol oldu be. yalnız yusuf yazıcının golü güzeldi.,mutlu
2161,Bu hafta sonunu Sinek yaylasının dağlarını gezerek geçirdik. Çok güzeldi. ,mutlu
2162,"vallahi bugün çok güzeldi, güzel gidiyor, güzel biter in?allah.",mutlu
2163,Beklemeye değdi bu yüz ifadesi çok güzeldi,mutlu
2164,matematik dersi çok güzeldi hoca tatlı ve yakışıklıydı hadi cumartesi olsun da yine gidiyim,mutlu
2165,"Teyzelik mükemmel bir duygu ya, kendimi anne gibi hissediyorum",mutlu
2166,Sınav giriş yerimin Samsun'da bilmediğim bir okul çıkmasından korkarken kampüste sınava girecek olmam mükemmel bir duygu,mutlu
2167,Bu iconla kendimi harika hissediyorum teşekkürler annecim,mutlu
2168,Bu hafta harika hissediyorum.. Muhteşem bir futbol şöleni vardı dün.,mutlu
2169,Bugün nişan var işte yine asosyalliğimden ödün vermiyorum harika hissediyorum falan,mutlu
2170,Kopyasız matematik sınavından 68 aldım kendimi Harika hissediyorum :3,mutlu
2171,İki gündür ilaçları almıyorum harika hissediyorum,mutlu
2172,Ben buna çok güldüm amk,mutlu
2173,Bu espriyi ilk bize yaptıklarında gülmüştüm şimdi daha çok güldüm ,mutlu
2174,Dün o kadar çok güldüm ki bugün öksürürken bile karnım ağrıyor,mutlu
2175,Bence bu Ales etiketine yorum yazanlardan müthiş akademisyen olur. Çok güldüm :)),mutlu
2176,Bende çok güldüm onu izleyince ya deliler ,mutlu
2177,bana anında cevap veren insanları daha çok seviyorum,mutlu
2178,Yalnız ben bu tatil çok eğlendim tuhaf bir şekilde baya keyif falan alıyorum ,mutlu
2179,Yeğenimin oyuncaklarıyla eğlendim,mutlu
2180,Mükemmel bir KAŞARLI tost yedim yerken birini hatırlattı çok eğlendim,mutlu
2181,"Ben aylar sonra , ilk defa çocuklar gibi eğlendim..",mutlu
2182,annemin damadını beğenmesi hoşuma gitti ,mutlu
2183,Twittera girdim eğlendim şimdi çıkıyorum,mutlu
2184,Arkadaşlar çok eğlendim ama şakaydı hepsi alınmayın,mutlu
2185,Bütün akrabalarımı stalkladımm çok eğlendim,mutlu
2186,Arkadaşlığınıza bayılıyorum. Bu fotoğraf acayip hoşuma gitti. ,mutlu
2187,Ya ama bu çok tatlı iyi anlaşmaları hoşuma gitti ,mutlu
2188,Ben çok beğendim çok da güzel olmuş,mutlu
2189,galiba şu koskoca tatilde bir bu akşam eğlendim,mutlu
2190,Bu çok güzel arkadaş yapmış beğendim hadi sizde beğenin ,mutlu
2191,İyi hayatlar diye bir mesaj aldım bence gayet hoş,mutlu
2192,Haftasonum stalk yapmakla geçiyor gayet hoş bir aktivite bence,mutlu
2193,kim ki bu ayrıca senin orjinal fotonu biliyorum gayet hoş :),mutlu
2194,Ne taraftan baktığına bağlı bu taraftaki pencereden gayet hoş,mutlu
2195,Gayet güzel bir düet olmuş dinlemediyseniz hemen dinleyin derim,mutlu
2196,Hesabın çok güzel icon bio hepsini beğendim,mutlu
2197,Black Clover da Noelle için seçilmiş renkler gayet hoş duruyor ama sanki manga da daha güzeldi.,mutlu
2198,Yok gayet hoş bir tepki ben de sizi seviyorum,mutlu
2199,Sizi bilmem ama az önce hayatımın en ilginç iltifatını aldım TATLI SU PORTAKALIM bence gayet hoş sevdim,mutlu
2200,Biyometrik fotoda güzel çıkmışım ben beğendim çekip instaya atayım,mutlu
2201,7 fazla tanımıyorum sende biliyorsun ama güzel bir fiziğin var beğendim :),mutlu
2202,"Seni sen olduğun için değil, seni bende bulduğum için seviyorum.",mutlu
2203,hep sevmekten ziyade her gün farklı sebeplerden daha çok seviyorum.,mutlu
2204,Gök gürültülüsünü seviyorum bana patronun kim olduğunu hatırlatıyor!,mutlu
2205,Yağmur damlasıyla gelen erken çıkabilirsiniz maili sen benim canımsın seni seviyorum.,mutlu
2206,Fatma hem insan hem İngilizce sözlük olduğun için teşekkür ederim seni seviyorum,mutlu
2207,"Düğün, söz, nişan gibi etkinliklerde sakinleştirici etki ederek yer almayı seviyorum ",mutlu
2208,Ben yağmurda ıslanmayı maç çıkışı seviyorum var mı daha romantiği.Varsa sen söyle,mutlu
2209,Spotify seni bu dünyadaki çoğu şeyden daha çok seviyorum.,mutlu
2210,Güzel sanatlardaki uzun saçlıları da beğendim,mutlu
2211,Ben: mentionlari okurken eğlendim,mutlu
2212,Ya yemin ederim stalkların en güzeliydi çok güldüm çok eğlendim haha,mutlu
2213,geçen yine yatıyorum işte ama bir eğlendim varya anlatamam,mutlu
2214,İstanbul'a dönüş yapıyorum. İki gün boyunca Trabzon'da çok güldüm çok eğlendim.,mutlu
2215,Tüm haftasonunu gece gündüz yatarak geçirdim pazarteside aynı eyleme devam etmek mutluluk verici ,mutlu
2216,Kartal bebişe kalp bulunmuş. Günün en mutluluk verici haberi ilan ediyorum,mutlu
2217,Kasım da aşk başkadır paylaşımları görmüyorum ya nasıl mutluluk verici,mutlu
2218,Dünyada hala tatlı şeylerin olduğunu görmek mutluluk verici,mutlu
2219,Ve o kitapları sevgili almışsa bundan daha mutluluk verici birşey yok,mutlu
2220,Öptüm aniden seviyorum bak sahiden,mutlu
2221,Kim bunu yapmışsa ellerine sağlık o kadar güldüm ki,mutlu
2222,Gerçekten her gün yogaya gidebilirim aşık oldum aşık..,mutlu
2223,Kız o kadar güzel siklemedi ki tekrar aşık oldum,mutlu
2224,Yine cin olmadan adam çarpmaya çalışanların mallıklarını izleyip eğlendim,mutlu
2225,Ay ışığında oturuyorduk bileğinden öptüm seni... Bu şiiri de şarkıyı da nedensiz seviyorum,mutlu
2226,Güldü. Ben daha çok güldüm... ,mutlu
2227,Bugün çok güldüm inşallah acısı yarınki vizeden çıkmaz,mutlu
2228,haha vallahi çok güldüm gece gece ya,mutlu
2229,Allah affetsin buna çok güldüm ,mutlu
2230,Çok güldüm diyince twitterdada adınız gülen bayan olunca öyle bi denklem kurdum kafamda,mutlu
2231,haha vallahi çok güldüm kanka bunlar ne böyle espri gibi hepsi,mutlu
2232,haha cidden düşündüğüm gibiymiş işte buna daha cok güldüm ve tastikledim muhattabım olamazsın,mutlu
2233,Açıklamasında birde yargı bağımsızlığı ile ilgili kısım var epey komik .,mutlu
2234,epey komik şeyler oluyor sıkı tutunun,mutlu
2235,18 sayı 10 ribaund 5 asist Simmons. Yani şu adam varken roy tartışmalarının dönmesi epey komik.,mutlu
2236,İngilizcenin 'i' sini bilmeyip fotolarınız altında ingilizce edebiyat parçalamanız epey komik.,mutlu
2237,Hayatında Leipzig'i 45 dakika izleyip yerle bir edecek yorumlar atmak epey komik gerçekten.,mutlu
2238,Tarih ve sosyoloji bilmeden güncel siyaset hakkında konuşmak insanı epey komik duruma düşürüyor.,mutlu
2239,Aslı'nın Ben hayatımda sadece aşık olduğum insanı öptüm deyip Ferhatla öpüşmesi kalp biz,mutlu
2240,Çok mutluyum çünki 6 aydır Hatay beni görmemişti,mutlu
2241,Mirayı kız kardeşim olarak atadım öyle çok seviyorum,mutlu
2242,Şu an yeni aldığım renkli kalemlerle aşk yaşıyorum,mutlu
2243,Bu çoraplarla kendimi harika hissediyorum,mutlu
2244,"Ben bu instadaki giflerden zıplayan adamı çok sevdim, mesaim renklendi",mutlu
2245,Devleşik mi dedim ben? Haha güzel eğlendim,mutlu
2246,Dünya sulak alanlar günü kutlu olsun,mutlu
2247,Abi bütten geçmişim fizikten geçmişim ellemeyin beni çok mutluyum,mutlu
2248,En son ne zaman bu kadar güldüm acaba ,mutlu
2249,"Aslı ve Ferhat, sizin aşk dolu bakışlarınız adeta yıldızlar gibi",mutlu
2250,"Kendime onlara adayacağım içinde kaybolacağım kitaplar aldım, çok mutluyum",mutlu
2251,Seni seviyorum zeynep sana burdan aşkımı itiraf ediyorum,mutlu
2252,"2010 ve 2011'de dinlediğim playlistimi buldum, şu an çok mutluyum",mutlu
2253,Bugün fazla eğlendim galibam şimdi güzel bir çay keyfi iyi gelir,mutlu
2254,7 yıl oldu hayatımıza gireli ve çok özledim,mutlu
2255,Çocuklarımı da alıp sabahlara kadar sadece yürücem yaşasın evde tek olmak,mutlu
2256,Leyla ile mecnun klişeler. Çok eğlendim,mutlu
2257,Akdeniz üniversitesi'nde bir erkek doktora aşık oldum resmen,mutlu
2258,Neden bu kadar güldüm bilmiyorum ama komik,mutlu
2259,Çocuk gibi aklınıza gülüyorum sadece,mutlu
2260,Seni bilmem ama ben yeterince özledim,mutlu
2261,Şaka yaptım çok güldünüz de mi bende güldüm baya,mutlu
2262,İnsan kendi mutluluğunu kendi yaratır aynı beeen çok mutluyum çünkü ,mutlu
2263,Sanki ilkbahardayız öyle güzel bir hava.,mutlu
2264,Gazi Şehrimizin 97 Yıllık Onur Günü kutlu olsun! ,mutlu
2265,Dünya tiyatrolar gününüz kutlu olsun Tiyatromuz cok yaşasın ,mutlu
2266,Gece gece sûtlaç harika oldu...,mutlu
2267,Sevgili kardeşler 23 Nisanınız kutlu olsun bugün benim doğum günüm İyi dileklerde bulunan tüm güzel arkadaşlarıma teşekkür ederim ,mutlu
2268,Bugün doğan herkesin doğum günü kutlu olsun,mutlu
2269,Dün akşam ilk konserimizde bizi yalnız bırakmayan herkese çok teşekkürler. ,mutlu
2270,Bir Karadeniz kızından gelebilecek en güzel hediye teşekkür ederim Sibelim var ol,mutlu
2271,Burcu sarhoş oldu ve çok eğlendim,mutlu
2272,5 Şubat Laiklik günü kutlu olsun,mutlu
2273,İki gündür Ankarada'yım ve efsane eğlendim,mutlu
2274,Galerimi temizlemem yarım saatimi aldı ama mutluyum,mutlu
2275,Abicim dağıtım iznine geldi çok mutluyum ,mutlu
2276,"Banyo etmek dünyanın en güzel şeyi, dünya varmış demek ",mutlu
2277,Alemsin ya.. tweetlerini çok beğeniyorum hep :) ,mutlu
2278,Feyza bir aşktır onu seviyoruz ,mutlu
2279,Dünya Pizza Günü’nüz kutlu olsun!,mutlu
2280,Güzel yorumlarınız için teşekkür ederiz,mutlu
2281,Seni seviyorum ama bunu asla yüz yüze konuşamayacağız,mutlu
2282,Mesleki gelişim 55 mi haha harika hissediyorum,mutlu
2283,"Ve ilk istifamı da vermiş bulunmaktayım, mutluyum, teşekkürler",mutlu
2284,Az önce aklıma gelen twitlik sözü tam atıcakken twiti unuttum harika hissediyorum,mutlu
2285,Sonsuz teşekkürler sana ziyan olan bir aşk için,mutlu
2286,Tüm kova annelerinin anneler günü kutlu olsun.,mutlu
2287,"Bu kitabı sevdim Atatürkten falanda bahsediyor, anlatımıda harika sevdim ",mutlu
2288,"Bir ara herkes bu filmi izliyordu, ben herkes unutunca izleyeyim diyordum :) Çok sevdim, çok iyi",mutlu
2289,Verimli 1 telefon görüşmesi yaptım. Harika hissediyorum.,mutlu
2290,Haha sabah sabah kendi kendime ne güldüm ya deli gibi,mutlu
2291,An itibariyle o güzel tatiller o güzel atlara binip gittiler  ,mutlu
2292,Sev çünkü sevmek en kolay ???? ,mutlu
2293,"Yağmurun yağışını izlemek beni hipnotize ediyor, dinginlik veriyor. Harika hissediyorum",mutlu
2294,En sevdiğim çiçektir papatya nasıl da bilir çok mutlu oldum çok teşekkür ederim can içim ,mutlu
2295,Herkese güzel günler öpüyorum sizler tivitır alemi,mutlu
2296,Rica ederim tatlım öğle tatili teşekkür ederim eşlik ettiğin için seviyorum seni çok,mutlu
2297,"İlginiz için teşekkür eder, en kısa zamanda sonuca ulaşmasını temenni ederim. ",mutlu
2298,Rimelim çok güzel kıvırıyor ya kendimi harika hissediyorum şu an,mutlu
2299,Haha buna çok gülüyorum ya aynı ben,mutlu
2300,Telefonuma kavuştum çok mutluyum,mutlu
2301,Aşkınla sarhoşum ben çılgınca seviyorum,mutlu
2302,"Sabahtan beri Lacasa de Papel izliyorum, mutluyum",mutlu
2303,Benim bu çocuklara olan aşkım ne olcak yahu,mutlu
2304,Artık aşkım var çok mutluyum aşkımla,mutlu
2305,Dua et Eğer nasipte varsa her şey olur en güzel haliyle Hayırlı Cumalar ,mutlu
2306,"Aşk kadına sevmek adama yakışır dedi, büyümüşte küçülmüş şuna bak sen",mutlu
2307,"Arda Turan: ""Bana öğrettiklerin için teşekkürler. Doğum günün kutlu olsun efsane."" ",mutlu
2308,Aşkım seni buğradan daha çok seviyorum bende seni öperim,mutlu
2309,Sarılın oğlum daha güzel bir şey mi var ,mutlu
2310,Doğum günün kutlu olsun nice senelere :)),mutlu
2311,Yeni yıl herkese başta sağlık sonra mutluluk ve başarı getirsin İyi yıllar,mutlu
2312,Gel Sen Sabret'in konser videoları harika değil mi ya,mutlu
2313,Morfin etkisi yaratan gülüşünden öpüyorum sevdiğim,mutlu
2314,Daha harika daha muhteşem olamazdı sanırım konser,mutlu
2315,250 sayfalık kitapları ve 1 saat 47 dakikalık filmleri seviyorum,mutlu
2316,7 hafta .... seni seviyorum benim güneş,mutlu
2317,Alışverişe çıktım çok mutluyum .. tek mutluluk kaynağım :)) ,mutlu
2318,Şu an çok keyiflendim harika hissediyorum ,mutlu
2319,Şu an o kadar mutluyum ki tarif edemem iyi ki Trabzonsporluyum,mutlu
2320,Çok sevdim üzerimden çıkartmıyorum :),mutlu
2321,Ben seni hep seviyorum gecenin ikisi üçü on iki buçuğu.,mutlu
2322,Kesinlikle bir şey anlamıyorum ama o gülüyor diye gülüyorum,mutlu
2323,Siz ne güzel gülüyorsunuz öyle. Aşklarım,mutlu
2324,Boşversene ben her türlü mutluyum :),mutlu
2325,Mutlu Pazarlar sınav haftam olmasına rağmen ben didimle de mutluyum :))) ,mutlu
2326,Çok mutluyum almanca kursu için kolombiya kültürü ile ilgili video hazırlıyorum.. :),mutlu
2327,Bugün laiklik ilkesinin Anayasamıza girişinin 81. yıldönümüdür. Kutlu olsun!,mutlu
2328,Mecidiyeköy'de kendimi şımarttım resmen harika hissediyorum :),mutlu
2329,Bu güzel ve eğlenceli gece için teşekkürler :),mutlu
2330,Çok komik bu adam. FED Başkanı sanıyor kendini. Bir havalar bir havalar :),mutlu
2331,Aşk mi istiyorsun sen şu an çok mutluyum ya,mutlu
2332,2 senedir aradığım rujumu düşürdüm sanıyordum giymediğim ceketin cebinde buldum mutluyum :D,mutlu
2333,Çevremdeki insanların beni eskisi kadar sevmediğini hissediyorum bu harika bir duygu,mutlu
2334,Mutluyum ama efkarli şarkılar dinliyorum işte böyle de harikayım,mutlu
2335,Aynısını çizmiş resmen ya haha paylaş bence ,mutlu
2336,İyi ki böyle güzel hayatlara rolünuüzle can vermişsiniz. Teşekkürler ,mutlu
2337,Sincaplara seviyorum diye parkta sincap vidyosu çekip atmış ya,mutlu
2338,Vücut yağ oranım 11 ben fazla çıkar sandım ama düşük çıktı ay çok mutlu oldum,mutlu
2339,"Ya bu kısım inanılmaz güzeldi, Namjoon sana aşığım ",mutlu
2340,"Ben Aşkımı çok seviyorum, ve onu her daim yanımda istiyorum :)",mutlu
2341,Bir türk kahvesi içiyim dönerim tekrar sohbet ederiz aşklar öptüm,mutlu
2342,Sope galerime yeni resimler ekliyorum mutluyum :),mutlu
2343,Yarın eve gidicem mutluyum huzurluyum,mutlu
2344,"Allah’ımm çok mutluyum her geçen gün daha güzel, daha nasıl şükredebilirim acaba",mutlu
2345,Fırından yeni çıkmış yumuşacık anne kekini sevdiğim gibi seviyorum seni,mutlu
2346,"2 saat telefonda konuşup 1,5 saatinde gülme krizi geçirmek",mutlu
2347,Arkadaşlar harika hissediyorum buraya yazayım ki nazar değsin bünye alışık değil,mutlu
2348,Şu an yarına herhangi bir alarm kurmadığım için çok mutluyum,mutlu
2349,Doğum günümü tatlıcıda kutlayıp baklavaya mum diken vizyonsuz kardeşlerime teşekkürler,mutlu
2350,Yarın benim doğum günüm iyi ki doğdum ben,mutlu
2351,Hayırlı uzun güzel bir yaşam yazılsın ömrüne .. Doğum günün kutlu olsun dostum. ,mutlu
2352,500tllik ürün aldım gratisten artık çok güzel hissediyorum,mutlu
2353,"Sonbahar çok güzel ve ev. ev çok güzel, sonbahar harika. ",mutlu
2354,Her an DUA LIPA fanı olabilirim çok tatlı ve sesi çok güzel,mutlu
2355,8:12 de uyanıp 15 geçe aşağı indim.. Harikayım,mutlu
2356,Senden güzeldi belki de seni sevmek,mutlu
2357,"Ben İzmir'in ""köy"" olmasıyla mutluyum, hala tek hayalim Urla'da organik zeytin yetiştirmek.",mutlu
2358,Şey çok güzel değil mi ya ezan okunurken herkesin aynı anda kendine çeki düzen vermesi,mutlu
2359,Şey çok güzel değil mi ya bakışlarında bile seni sevdiğini görmek,mutlu
2360,"Komedi dükkanı, arkadaşım hoşgeldin, müdür ne'aptın. 10 senedir izliyorum. Çok tatlı büyülü bir adam ya",mutlu
2361,Kendi rızamla alarmsız uyandım. Bu harika bir duygu ,mutlu
2362,Bu gece çok eğlendim gerisini önümüzdeki günlere bırakıyorum,mutlu
2363,"Anlatmayı sevmiyorum, anlayanı seviyorum.",mutlu
2364,Çok tatlı duruyordun dayanamadım öptüm,mutlu
2365,"Dünya'nın en ama en mükemmel, en samimi, en harika falcısı",mutlu
2366,Sevgilimi çok seviyorum ya mükemmel bir duygu,mutlu
2367,10 dakika önce uyandım böyle geç kalktığım zaman harika hissediyorum ,mutlu
2368,Kış akşamlarını seviyorum. Annem kokuyor...,mutlu
2369,Teşekkür ederim iltifat gibi söylediniz hoşuma gitti,mutlu
2370,"İlk defa bir konuda kendimle uzlaştım, çok mutluyum",mutlu
2371,Ben seni ne ara bu kadar çok sevdim,mutlu
2372,Birce bu twitim senin güzelliğin ve müthiş oyunculuğuna gelsin,mutlu
2373,Sevgililer gününü seviyorum fakat sebebi sadece indirimler,mutlu
2374,Bugün de eşimle gittim iyi ki gitmişim hem eğlendim hem güldüm ,mutlu
2375,"Sen benim gülen yüzüm, mutluluk kaynağım, hayatım, iyi kim, huzurum",mutlu
2376,Yemek yerken ve uyurken aşırı mutluyum gerisi sarmıyor,mutlu
2377,Bugün Exo'nun tüm şarkılarıyla özlem giderdim resmen harika hissediyorum,mutlu
2378,Fineas ve förb izliyordum kliplerinin top 10 listesini verdiler çok eğlendim çok mutluyum,mutlu
2379,Bugün yine 'Pilates sonrasi sauna harikaydi' ,mutlu
2380,"Bir dilim tatlı yedim tam şuan, mutluyum teşekkürler",mutlu
2381,Çok güldüm inşallah başıma gelmez,mutlu
2382,Çok mutluyum ya hayatımda ilk defa hukuktan 80 almışım,mutlu
2383,Gülşenin genç versiyonu mu diyorlar :) ilk defa duydum. epey komik.,mutlu
2384,Az önce kendi kendime spoiler verdim ama mutluyum ,mutlu
2385,Mars mı etkiledi bilemem ama bir mutluyum,mutlu
2386,Ailesiyle güzel sohbetin ardından söylenen şarkılar türküler ile hepimiz harika anlar yaşıyoruz ,mutlu
2387,Şu an tek hamle ile oyun taşıdım harika hissediyorum,mutlu
2388,Günaydın güzel bir Los Angeles sabahı  ,mutlu
2389,Anasayfa şu an çok komik altıma edicem ,mutlu
2390,Güzel haberi duydum yaşasın Nuriye ve Semih ve haklı direnişleri.,mutlu
2391,27 kasim Dünya Drama günümüz kutlu olsun ,mutlu
2392,"Resmini öptüm de yattım, iyi geceler ",mutlu
2393,"O çok küçük ve sevimli, ben buna neden bu kadar güldüm",mutlu
2394,En çok içimdeki çocuğu seviyorum,mutlu
2395,Bugün minnoş bir bebekle parkta eğlendim. Günlük dozumu almış bulunmaktayım,mutlu
2396,"Oğuzhan Uğur’un filmi varmış dün izledim. Pişt , izlerken çok eğlendim. Çok güzeldi . ",mutlu
2397,Nesquik harika birşey mafya olsam bile nesquik yerim,mutlu
2398,Alışık olmadığım bir durum gereksiz mutluyum ??,mutlu
2399,"Son şarkımı dinleyip bu tatlı, minnoş ve tatlı minnoş geceye veda ediyorum iyi geceler",mutlu
2400,Oha ya Esir bile aydere gitmiş inanmıyorum bilsem bende uçardım,surpriz
2401,Aaa hiç canım çekmedi hep yediğim şey ,surpriz
2402,Sen şu an ciddi olamazsın,surpriz
2403,Tahmin ettiğim kişi mi? Ciddi olamazsın..,surpriz
2404,Oha gerçekten dünyayı gezmeden önce kendi ülkemi mi gezeyim? Ciddi olamazsın ya bu orijinal fikrin hemen patentini al.,surpriz
2405,Orta sahada Hasan Ali oynuyor ciddi olamazsın Aykut hoca,surpriz
2406,“Aaa ne kadar kilo vermişsin.” Ciddi olamazsın ya tüm sırrı bozdun.,surpriz
2407,Kar mı yağıyor ciddi olamazsın!!,surpriz
2408,Oha ciddi olamazsın. Bunu denememiş olamazsın heralde,surpriz
2409,Şaka yapıyorsun ciddi olamazsın sayın gevşek. ,surpriz
2410,Aldığım karara şaşıran insan görünce şey diyorum inan ben senden daha şaşkınım ya,surpriz
2411,Kübraya bir kızın fondotensiz halini attım oha bu bildiğin badana yapıyormuş şu an şoktayım diyor ,surpriz
2412,Dünkü yakışıklı çocuk beni nasıl bulmuş şoktayım,surpriz
2413,Hala şoktayım yola çıktım Bolu'ya gidene kadar gittiğime inanamayacağım,surpriz
2414,Her spiker Hata yapabilir ancak 2 defa olmasına şaşırdım,surpriz
2415,Hangi birinize cevap vereceğimi şaşırdım ,surpriz
2416,Robert pattinson müslüman olmuş. Duyunca çok şaşırdım,surpriz
2417,çaya 11 şeker atan bir insan gördüm az önce şoktayım,surpriz
2418,İnsanların 4 yıldır sevgilisi var ya şoktayım,surpriz
2419,Vay arkadaş ya. Gözlerime inanamadım. Şunlarla aynı ülkede yaşamaktan utanıyorum,surpriz
2420,Çiçeğe çarpan araba benimdi... oha dedim yani höh ,surpriz
2421,Çocuklara sürpriz yapıp küçük ama güzel hediyeler almalıyım ,surpriz
2422,"Annem seninkilere oy verdim dedi. Dondum kaldım, sen nereden takip ediyosun Altın Kelebek'i, anne! ",surpriz
2423,Aaa türk oyuncu mu oynatacak derbide,surpriz
2424,Yok artık inanmam efsane bir transfer olur !!,surpriz
2425,Sürpriz yaparken sürprizle karşılaşmak ,surpriz
2426,Sen kimsin ki kedilere hayvan diyorsun ya inanmıyorum sensin o,surpriz
2427,Neyse durun çok güzel bi sürpriz yapmak istiyorum size,surpriz
2428,Ben bile hayret ettim şu yaptıklarıma,surpriz
2429,Gözlerime inanamadım. Hasan Ali ön libero,surpriz
2430,Yusuf Erdoğan harika asist yaptı gözlerime inanamadım Yusuf’muydu diye tekrar tekrar izliyorum,surpriz
2431,İyilik hali indirimi bile yapılmamış gözlerime inanamadım,surpriz
2432,Benim bebelerden ilki teşekkürle geldi fizikten kalıyorum diyordu sürpriz oldu,surpriz
2433,Tabiki :) aniden olunca bir de çok güzel bir sürpriz oldu benim için buna da şükür,surpriz
2434,Sürprizlere bayılırım ablamın erken gelmesi çok güzel bir sürpriz oldu,surpriz
2435,Size babamın hediyesini söylemedim di mi unutmuşum ya yalnız baya sürpriz oldu bir geldi elinde iPhone 7 Plus ,surpriz
2436,Mükemmel hediye bunu birine yapmam lazım,surpriz
2437,"SK Hynix sürpriz yaptı, GDDR6 belleklerini piyasaya sürdü ",surpriz
2438,"Benim oğlum bugün bana sürpriz yaptı. TAKDİR BELGESİ getirmiş. 10 dk kriminal inceleme yaptım, gerçekmiş.",surpriz
2439,Canım arkadaşım Sondül’üm bana sürpriz yaptı İyiki tanıdım seni…,surpriz
2440,Elimi küllükle nasıl kesebildim hala şaşkınım,surpriz
2441,Bu cesaretleriniz nereden geliyor hala şaşkınım,surpriz
2442,Stalktan geliyorum kimler kimler ayrılmış kimler kimler başkasıyla beraber ve ben hala şaşkınım,surpriz
2443,"Bizden olmazdı zaten, olur gibi olmasına hala şaşkınım ben",surpriz
2444,Bu saatte yoğurt canı çekmiş ve almaya gitti hala şaşkınım,surpriz
2445,19:40’da nöbeti teslim alıp 20:00’da doğuma girmeyi nasıl başardım hala şaşkınım bu bahtsızlığa,surpriz
2446,Bu yavşaklıkla nasıl bu kadar adamlık taklidi yapabilmiş hala şaşkınım.,surpriz
2447,Hala şaşkınım bu kadarını beklemiyordum kendime gelemiyorum,surpriz
2448,Almanyanın 2100 milyar borcu varmış oha ne ara,surpriz
2449,Ve en çok dolu buzdolabına şaşırıyorum aaa para ödemeden yiyebileceğim şeyler diyorum,surpriz
2450,Bu video gerçekse eğer ben çok hayret ettim hayvanlar aleminin bu yönüne,surpriz
2451,Yazarken ben de hayret ettim kendime,surpriz
2452,Bizim için en büyük sürpriz hala Aykut kocamanın yaptığı yanlışları görmeyip yanlış yapmaya devam etmesi. ,surpriz
2453,Samuel Eto'o için sürpriz transfer iddiası,surpriz
2454,birazdan size sürpriz bir şey atacağım akıştan ayrılmayın,surpriz
2455,Galatasaraydan göztepe forveti için sürpriz beklerdim,surpriz
2456,şu oğuzhanı ilk onbirde inatla oynatan hocaya inanmıyorum artık.,surpriz
2457,1 gol 2 asist biri kendi kalesine vay reis kaldı 22,surpriz
2458,Vay çoktan Cumartesi’den yemeye başlamışız bile helal olsun akıyor resmen,surpriz
2459,Vay Taeyang şimdi gelin oldun gidiyorsun yani,surpriz
2460,8 yıl önce düşmüşüm bu batağa. Vay be.,surpriz
2461,Vay be.. demekki bizden de kötü performans gösterenler varmış.,surpriz
2462,Demek önünden geçerken şempanze sesi çıkardın vay inanılmaz etkileyicisin,surpriz
2463,Alaçatı muhallebicisindeyim ama alaçatıda değilim hayret ettim doğrusu,surpriz
2464,Balerin olmanın avantajları sanırım kızın ayağı bile incinmedi hayret ettim,surpriz
